L1,L2,MS_SSIM,LPIPS,Max_Patch,Category,Label,Split,Filename
0.06209894269704819,0.009538186714053154,0.5859217643737793,0.5404770374298096,0.21910516917705536,capsule,0,Train,capsule_001.png
0.06171306222677231,0.009359391406178474,0.6202585697174072,0.5382492542266846,0.3621305525302887,capsule,0,Train,capsule_002.png
0.0615478977560997,0.00954747200012207,0.6311571598052979,0.5338587760925293,0.37307417392730713,capsule,0,Train,capsule_003.png
0.06645479798316956,0.011455433443188667,0.6261953711509705,0.533217191696167,0.45934319496154785,capsule,0,Train,capsule_004.png
0.06344626843929291,0.01130922045558691,0.6590149402618408,0.5204001069068909,0.4816766679286957,capsule,0,Train,capsule_005.png
0.0654616504907608,0.010756644420325756,0.6216357946395874,0.5321073532104492,0.3256567716598511,capsule,0,Train,capsule_006.png
0.06325190514326096,0.010192802175879478,0.6300062537193298,0.5248064994812012,0.5270495414733887,capsule,0,Train,capsule_007.png
0.057812031358480453,0.007750903256237507,0.6497589945793152,0.5363616347312927,0.2917901575565338,capsule,0,Train,capsule_008.png
0.06998684257268906,0.012026059441268444,0.5984323024749756,0.5386025905609131,0.3484199643135071,capsule,0,Train,capsule_009.png
0.06001158803701401,0.008351920172572136,0.6356577277183533,0.5319482088088989,0.3969961404800415,capsule,0,Train,capsule_010.png
0.07121393084526062,0.012993576936423779,0.6126348972320557,0.5451078414916992,0.3197375535964966,capsule,0,Train,capsule_011.png
0.06464596092700958,0.00959843397140503,0.5984199643135071,0.5413172245025635,0.35112977027893066,capsule,0,Train,capsule_012.png
0.05528312176465988,0.0075605278834700584,0.7066985964775085,0.5187337398529053,0.29531610012054443,capsule,0,Train,capsule_013.png
0.07269816845655441,0.01304326206445694,0.5425558686256409,0.5446534156799316,0.3299267292022705,capsule,0,Train,capsule_014.png
0.057050250470638275,0.008598128333687782,0.634115993976593,0.5307543873786926,0.5063440203666687,capsule,0,Train,capsule_015.png
0.060765139758586884,0.009011156857013702,0.6395167708396912,0.5288071632385254,0.34945201873779297,capsule,0,Train,capsule_016.png
0.06090903282165527,0.009102366864681244,0.6118733286857605,0.5367488861083984,0.5597129464149475,capsule,0,Train,capsule_017.png
0.06112959608435631,0.008264029398560524,0.6039696931838989,0.5402008295059204,0.3418595790863037,capsule,0,Train,capsule_018.png
0.06402929872274399,0.009349304251372814,0.5927283763885498,0.5346317291259766,0.4586440920829773,capsule,0,Train,capsule_019.png
0.05415568873286247,0.006905440241098404,0.6678895950317383,0.5156036019325256,0.28580737113952637,capsule,0,Train,capsule_020.png
0.06658343225717545,0.011597206816077232,0.5951207876205444,0.5318769812583923,0.47458282113075256,capsule,0,Train,capsule_021.png
0.06774304062128067,0.012403308413922787,0.6083492636680603,0.536992073059082,0.5616661906242371,capsule,0,Train,capsule_022.png
0.06706660240888596,0.011603739112615585,0.6287195086479187,0.5312197804450989,0.42764556407928467,capsule,0,Train,capsule_023.png
0.062309812754392624,0.009532032534480095,0.6435903310775757,0.5211148262023926,0.3449896574020386,capsule,0,Train,capsule_024.png
0.0668012946844101,0.010605381801724434,0.6079835891723633,0.5399730205535889,0.5756128430366516,capsule,0,Train,capsule_025.png
0.06390061974525452,0.009847767651081085,0.5840062499046326,0.5426943898200989,0.49550074338912964,capsule,0,Train,capsule_026.png
0.06741006672382355,0.010632875375449657,0.5539255142211914,0.5475652813911438,0.30966633558273315,capsule,0,Train,capsule_027.png
0.06502541154623032,0.011007007211446762,0.6281182169914246,0.5227129459381104,0.6204091310501099,capsule,0,Train,capsule_028.png
0.06206485256552696,0.009122906252741814,0.5785166025161743,0.5417051911354065,0.3515663743019104,capsule,0,Train,capsule_029.png
0.06282707303762436,0.009440828114748001,0.6363868117332458,0.5297805070877075,0.2605975568294525,capsule,0,Train,capsule_030.png
0.057759758085012436,0.008371919393539429,0.6699632406234741,0.5359750986099243,0.5976982116699219,capsule,0,Train,capsule_031.png
0.06508368253707886,0.010943952016532421,0.6406887769699097,0.5380180478096008,0.3596499264240265,capsule,0,Train,capsule_032.png
