Category,Technique_Used,Strength,Guidance,L1,L2,MS_SSIM,LPIPS,Max_Patch,Label
bottle,Textual_Inversion,0.35,5.5,0.02843334898352623,0.001946851029060781,0.8834913969039917,0.24424919486045837,0.07899774610996246,1
bottle,Textual_Inversion,0.35,5.5,0.02780214697122574,0.0020356259774416685,0.8886317014694214,0.23637476563453674,0.10959784686565399,1
bottle,Textual_Inversion,0.35,5.5,0.028961583971977234,0.0019246152369305491,0.8578121066093445,0.26077908277511597,0.0648316964507103,1
bottle,Textual_Inversion,0.35,5.5,0.026216953992843628,0.0016267963219434023,0.8797929286956787,0.27930012345314026,0.03692670911550522,1
bottle,Textual_Inversion,0.35,5.5,0.029842451214790344,0.002349536633118987,0.8777194023132324,0.230250746011734,0.1172059178352356,1
bottle,Textual_Inversion,0.35,5.5,0.029916543513536453,0.002253936603665352,0.8822826147079468,0.23561283946037292,0.0662214607000351,1
bottle,Textual_Inversion,0.35,5.5,0.028676357120275497,0.002119791228324175,0.8765600919723511,0.25134965777397156,0.10804559290409088,1
bottle,Textual_Inversion,0.35,5.5,0.027931902557611465,0.0018005904275923967,0.8690707683563232,0.2581641674041748,0.06776809692382812,1
bottle,Textual_Inversion,0.35,5.5,0.02790646068751812,0.002000568900257349,0.8848873376846313,0.24431422352790833,0.10641308128833771,1
bottle,Textual_Inversion,0.35,5.5,0.02814130112528801,0.0019001829205080867,0.8786832094192505,0.23687683045864105,0.0949980840086937,1
bottle,Textual_Inversion,0.35,5.5,0.02752048335969448,0.0017775576561689377,0.8795979022979736,0.24421733617782593,0.04767752066254616,1
bottle,Textual_Inversion,0.35,5.5,0.029422147199511528,0.002274988451972604,0.8748633861541748,0.24178427457809448,0.1343684196472168,1
bottle,Textual_Inversion,0.35,5.5,0.029232975095510483,0.0023035297635942698,0.8711618781089783,0.25164464116096497,0.12531155347824097,1
bottle,Textual_Inversion,0.35,5.5,0.030438479036092758,0.0022365457843989134,0.8544644713401794,0.28527021408081055,0.05717979744076729,1
bottle,Textual_Inversion,0.35,5.5,0.02875935100018978,0.002042941516265273,0.8843493461608887,0.23254920542240143,0.1141572892665863,1
bottle,Textual_Inversion,0.35,5.5,0.028966307640075684,0.002142782788723707,0.8736547231674194,0.23748047649860382,0.07647067308425903,1
bottle,Textual_Inversion,0.35,5.5,0.028796305879950523,0.002187934471294284,0.8804886341094971,0.24674023687839508,0.080957792699337,1
bottle,Textual_Inversion,0.35,5.5,0.028270598500967026,0.0020913896150887012,0.8711638450622559,0.24081403017044067,0.09801428765058517,1
bottle,Textual_Inversion,0.35,5.5,0.030692806467413902,0.0023018773645162582,0.864652156829834,0.2673839032649994,0.05428536236286163,1
bottle,Textual_Inversion,0.35,5.5,0.028636179864406586,0.0020384264644235373,0.8764585256576538,0.24129997193813324,0.06255099177360535,1
bottle,Textual_Inversion,0.35,5.5,0.02871105633676052,0.0019859138410538435,0.8883694410324097,0.226873517036438,0.06909569352865219,1
bottle,Textual_Inversion,0.35,5.5,0.03035750985145569,0.002368238987401128,0.8767699003219604,0.23802149295806885,0.09612756967544556,1
bottle,Textual_Inversion,0.35,5.5,0.0320768728852272,0.0027924273163080215,0.8646277189254761,0.25236546993255615,0.14160364866256714,1
bottle,Textual_Inversion,0.35,5.5,0.03048219345510006,0.0025809898506850004,0.8785197138786316,0.2515559494495392,0.16389910876750946,1
bottle,Textual_Inversion,0.35,5.5,0.029815539717674255,0.0024408125318586826,0.8901680707931519,0.23992086946964264,0.08146612346172333,1
bottle,Textual_Inversion,0.35,5.5,0.02897525392472744,0.002011924982070923,0.8888005018234253,0.22800901532173157,0.07323523610830307,1
bottle,Textual_Inversion,0.35,5.5,0.028015410527586937,0.002025050576776266,0.8945413827896118,0.23742079734802246,0.11951795220375061,1
bottle,Textual_Inversion,0.35,5.5,0.028774727135896683,0.0021432689391076565,0.8950896263122559,0.22796279191970825,0.10047756135463715,1
bottle,Textual_Inversion,0.35,5.5,0.029113542288541794,0.0020272487308830023,0.8662506341934204,0.23667564988136292,0.07698714733123779,1
bottle,Textual_Inversion,0.35,5.5,0.027674522250890732,0.0019519788911566138,0.8975948095321655,0.2170354723930359,0.08864310383796692,1
bottle,Textual_Inversion,0.35,5.5,0.029573902487754822,0.0023658517748117447,0.889319896697998,0.23212988674640656,0.0846363753080368,1
bottle,Textual_Inversion,0.35,5.5,0.0275755412876606,0.0018666689284145832,0.8977605700492859,0.2293066382408142,0.05971537530422211,1
bottle,Textual_Inversion,0.35,5.5,0.030552251264452934,0.0025500294286757708,0.8871142268180847,0.24499233067035675,0.08948005735874176,1
bottle,Textual_Inversion,0.35,5.5,0.02819860726594925,0.0019167845603078604,0.8807581663131714,0.2459506392478943,0.10496439039707184,1
bottle,Textual_Inversion,0.35,5.5,0.028881117701530457,0.0020309158135205507,0.8780484199523926,0.22948798537254333,0.15561775863170624,1
bottle,Textual_Inversion,0.35,5.5,0.029547682031989098,0.002217584988102317,0.8665317296981812,0.2420453578233719,0.07605768740177155,1
bottle,Textual_Inversion,0.35,5.5,0.02883053943514824,0.0019484858494251966,0.8762902021408081,0.2285379022359848,0.04710880666971207,1
bottle,Textual_Inversion,0.35,5.5,0.03013007901608944,0.00231893640011549,0.8788145780563354,0.24199959635734558,0.11115165054798126,1
bottle,Textual_Inversion,0.35,5.5,0.03024144098162651,0.00252158148214221,0.8842348456382751,0.24412474036216736,0.12671346962451935,1
bottle,Textual_Inversion,0.35,5.5,0.029687419533729553,0.002119913464412093,0.8720109462738037,0.24907109141349792,0.09956924617290497,1
bottle,Textual_Inversion,0.35,5.5,0.028960129246115685,0.002213207073509693,0.8864120244979858,0.2506093978881836,0.15606792271137238,1
bottle,Textual_Inversion,0.35,5.5,0.029566092416644096,0.002257504966109991,0.8846842050552368,0.22997145354747772,0.0951201319694519,1
bottle,Textual_Inversion,0.35,5.5,0.02850368432700634,0.001789593487046659,0.868541419506073,0.22696849703788757,0.07669661939144135,1
bottle,Textual_Inversion,0.35,5.5,0.02808341011404991,0.0017619322752580047,0.8635350465774536,0.235307514667511,0.0389239564538002,1
bottle,Textual_Inversion,0.35,5.5,0.028626076877117157,0.0019086070824414492,0.8791083097457886,0.226991668343544,0.07808300107717514,1
bottle,Textual_Inversion,0.35,5.5,0.02866273745894432,0.0021172906272113323,0.8845543265342712,0.24395884573459625,0.052733130753040314,1
bottle,Textual_Inversion,0.35,5.5,0.02843441441655159,0.0018175233853980899,0.8964457511901855,0.23596686124801636,0.04016664996743202,1
bottle,Textual_Inversion,0.35,5.5,0.032685209065675735,0.0024075391702353954,0.8561195135116577,0.2301669716835022,0.0719539150595665,1
bottle,Textual_Inversion,0.35,5.5,0.03250225633382797,0.0023058911319822073,0.848293662071228,0.23422017693519592,0.04865952581167221,1
bottle,Textual_Inversion,0.35,5.5,0.03291112184524536,0.0026820488274097443,0.851561427116394,0.2510654926300049,0.09820936620235443,1
bottle,Textual_Inversion,0.35,5.5,0.027292843908071518,0.0016123938839882612,0.8632373213768005,0.22576957941055298,0.08089818060398102,1
bottle,Textual_Inversion,0.35,5.5,0.027446573600172997,0.0017236688872799277,0.881842315196991,0.21985429525375366,0.07492989301681519,1
bottle,Textual_Inversion,0.35,5.5,0.03154333308339119,0.002167661674320698,0.8342169523239136,0.22888334095478058,0.07472627609968185,1
bottle,Textual_Inversion,0.35,5.5,0.030068576335906982,0.0019800779409706593,0.8674216270446777,0.225114643573761,0.04553121700882912,1
bottle,Textual_Inversion,0.35,5.5,0.03006473183631897,0.002013015327975154,0.8725091814994812,0.2417314648628235,0.10767815262079239,1
bottle,Textual_Inversion,0.35,5.5,0.027493013069033623,0.0017016049241647124,0.8915987014770508,0.22545835375785828,0.05116847902536392,1
bottle,Textual_Inversion,0.35,5.5,0.028051748871803284,0.0019821668975055218,0.8879299163818359,0.22684255242347717,0.09394212812185287,1
bottle,Textual_Inversion,0.35,5.5,0.02877739816904068,0.0018937811255455017,0.8741495013237,0.23497982323169708,0.05143100023269653,1
bottle,Textual_Inversion,0.35,5.5,0.029412806034088135,0.002096599666401744,0.8814243078231812,0.2322653830051422,0.10038487613201141,1
bottle,Textual_Inversion,0.35,5.5,0.031038910150527954,0.0023471107706427574,0.8628154993057251,0.24303296208381653,0.07557390630245209,1
bottle,Textual_Inversion,0.35,5.5,0.02980094403028488,0.0023308605886995792,0.8932040929794312,0.2441805899143219,0.13830740749835968,1
bottle,Textual_Inversion,0.35,5.5,0.02917373552918434,0.0020731014665216208,0.886828601360321,0.2389746457338333,0.08531935513019562,1
bottle,Textual_Inversion,0.35,5.5,0.029822081327438354,0.0020357323810458183,0.8737689852714539,0.2330063283443451,0.0758037269115448,1
bottle,Textual_Inversion,0.35,5.5,0.029654916375875473,0.0022085346281528473,0.886723518371582,0.23972180485725403,0.06140393018722534,0
bottle,Textual_Inversion,0.35,5.5,0.02872544899582863,0.0019598696380853653,0.8886422514915466,0.23078058660030365,0.09546366333961487,0
bottle,Textual_Inversion,0.35,5.5,0.02979493886232376,0.0021552261896431446,0.8886091113090515,0.23645272850990295,0.08357475697994232,0
bottle,Textual_Inversion,0.35,5.5,0.028822463005781174,0.0019700154662132263,0.8918577432632446,0.22836162149906158,0.08555157482624054,0
bottle,Textual_Inversion,0.35,5.5,0.02836242876946926,0.0019210967002436519,0.8885070085525513,0.2235179990530014,0.05136645957827568,0
bottle,Textual_Inversion,0.35,5.5,0.02909376472234726,0.0021023890003561974,0.8930651545524597,0.22456079721450806,0.07036422938108444,0
bottle,Textual_Inversion,0.35,5.5,0.029611460864543915,0.0020586811006069183,0.8734864592552185,0.2306681126356125,0.06990043073892593,0
bottle,Textual_Inversion,0.35,5.5,0.029314465820789337,0.0018875852692872286,0.8869218230247498,0.24240195751190186,0.0431942418217659,0
bottle,Textual_Inversion,0.35,5.5,0.028615694493055344,0.002027353970333934,0.9032793045043945,0.20619097352027893,0.09420094639062881,0
bottle,Textual_Inversion,0.35,5.5,0.027816347777843475,0.00181815424002707,0.8984555006027222,0.23508761823177338,0.05490346625447273,0
bottle,Textual_Inversion,0.35,5.5,0.02871372550725937,0.0020578880794346333,0.8898014426231384,0.23774203658103943,0.09546501189470291,0
bottle,Textual_Inversion,0.35,5.5,0.028906604275107384,0.0019883345812559128,0.8902853727340698,0.22835707664489746,0.06748772412538528,0
bottle,Textual_Inversion,0.35,5.5,0.02867693267762661,0.001955401850864291,0.8924540877342224,0.22262729704380035,0.06714478135108948,0
bottle,Textual_Inversion,0.35,5.5,0.02935805544257164,0.0020411305595189333,0.8917489051818848,0.22199468314647675,0.07718156278133392,0
bottle,Textual_Inversion,0.35,5.5,0.02998267114162445,0.0020693899132311344,0.8886491656303406,0.22062231600284576,0.05788940191268921,0
bottle,Textual_Inversion,0.35,5.5,0.029479270800948143,0.0019804509356617928,0.8884269595146179,0.225323885679245,0.07791633903980255,0
bottle,Textual_Inversion,0.35,5.5,0.02916799485683441,0.0020200309809297323,0.8922984004020691,0.23436418175697327,0.09019135683774948,0
bottle,Textual_Inversion,0.35,5.5,0.02909480594098568,0.002055763266980648,0.8900627493858337,0.22831104695796967,0.11495628207921982,0
bottle,Textual_Inversion,0.35,5.5,0.02860393188893795,0.0018674538005143404,0.8848270773887634,0.23758330941200256,0.05678771063685417,0
bottle,Textual_Inversion,0.35,5.5,0.02951776795089245,0.0020754016004502773,0.8859529495239258,0.23764440417289734,0.09360399097204208,0
bottle,Textual_Inversion,0.35,6.5,0.02861672267317772,0.0019811808597296476,0.8829797506332397,0.24723103642463684,0.07725790143013,1
bottle,Textual_Inversion,0.35,6.5,0.028138166293501854,0.0020915083587169647,0.88667893409729,0.23854735493659973,0.10992725193500519,1
bottle,Textual_Inversion,0.35,6.5,0.029243644326925278,0.0019705777522176504,0.8566454648971558,0.2641493082046509,0.06565044820308685,1
bottle,Textual_Inversion,0.35,6.5,0.02650773897767067,0.001678739907220006,0.8778254985809326,0.2803719639778137,0.039245426654815674,1
bottle,Textual_Inversion,0.35,6.5,0.030458813533186913,0.0024300271179527044,0.8733768463134766,0.23554793000221252,0.12203729897737503,1
bottle,Textual_Inversion,0.35,6.5,0.030254801735281944,0.0023132450878620148,0.8806486129760742,0.24092181026935577,0.07051098346710205,1
bottle,Textual_Inversion,0.35,6.5,0.029001235961914062,0.0021694335155189037,0.8727890253067017,0.25546789169311523,0.11101934313774109,1
bottle,Textual_Inversion,0.35,6.5,0.02814573608338833,0.0018383809365332127,0.8670129776000977,0.2582796812057495,0.06637578457593918,1
bottle,Textual_Inversion,0.35,6.5,0.02825402468442917,0.0020407186821103096,0.883234977722168,0.25051864981651306,0.1078888326883316,1
bottle,Textual_Inversion,0.35,6.5,0.028378715738654137,0.0019271004712209105,0.8775848746299744,0.24077321588993073,0.09487245976924896,1
