Category,Technique_Used,Strength,Guidance,L1,L2,MS_SSIM,LPIPS,Max_Patch,Label
bottle,OFT_UNet,0.35,5.5,0.023854343220591545,0.001462157815694809,0.9001911878585815,0.16835099458694458,0.048911940306425095,1
bottle,OFT_UNet,0.35,5.5,0.0229563619941473,0.001625985256396234,0.9037518501281738,0.16113486886024475,0.1764991581439972,1
bottle,OFT_UNet,0.35,5.5,0.02335570566356182,0.0013348141219466925,0.8907548189163208,0.17572100460529327,0.07041780650615692,1
bottle,OFT_UNet,0.35,5.5,0.023330410942435265,0.0013403657358139753,0.8981346487998962,0.20463836193084717,0.04160918667912483,1
bottle,OFT_UNet,0.35,5.5,0.02282705530524254,0.0017145135207101703,0.9225284457206726,0.13369950652122498,0.09223370999097824,1
bottle,OFT_UNet,0.35,5.5,0.02269837260246277,0.0014226356288418174,0.9251987934112549,0.13545455038547516,0.0894729495048523,1
bottle,OFT_UNet,0.35,5.5,0.023554746061563492,0.0015103730838745832,0.903868556022644,0.17771349847316742,0.07929763942956924,1
bottle,OFT_UNet,0.35,5.5,0.022206908091902733,0.0012138098245486617,0.9061001539230347,0.1746949553489685,0.07125165313482285,1
bottle,OFT_UNet,0.35,5.5,0.023354705423116684,0.0015178000321611762,0.914973258972168,0.1617118865251541,0.1167561337351799,1
bottle,OFT_UNet,0.35,5.5,0.02227666601538658,0.0013208941090852022,0.9124721884727478,0.14355060458183289,0.11108288913965225,1
bottle,OFT_UNet,0.35,5.5,0.021691499277949333,0.0011892718030139804,0.9152504801750183,0.15750735998153687,0.09605684876441956,1
bottle,OFT_UNet,0.35,5.5,0.022871095687150955,0.0016272859647870064,0.9109198451042175,0.13877545297145844,0.2570577561855316,1
bottle,OFT_UNet,0.35,5.5,0.02242700383067131,0.0014614103129133582,0.9183849096298218,0.1507413685321808,0.09617529809474945,1
bottle,OFT_UNet,0.35,5.5,0.024850992485880852,0.0016363741597160697,0.8825542330741882,0.17115885019302368,0.05861620977520943,1
bottle,OFT_UNet,0.35,5.5,0.021720780059695244,0.0014666871866211295,0.9288899302482605,0.1349090188741684,0.2523411810398102,1
bottle,OFT_UNet,0.35,5.5,0.022575147449970245,0.0013960369396954775,0.9175885915756226,0.14796355366706848,0.10268865525722504,1
bottle,OFT_UNet,0.35,5.5,0.024223104119300842,0.0016290534986183047,0.900371789932251,0.17156895995140076,0.08411724120378494,1
bottle,OFT_UNet,0.35,5.5,0.02299022488296032,0.0015805328730493784,0.9061815142631531,0.16885024309158325,0.09232708811759949,1
bottle,OFT_UNet,0.35,5.5,0.024945711717009544,0.001808234374038875,0.9018534421920776,0.1719549298286438,0.08217864483594894,1
bottle,OFT_UNet,0.35,5.5,0.023790424689650536,0.0015307017602026463,0.8975536823272705,0.17180274426937103,0.07753192633390427,1
bottle,OFT_UNet,0.35,5.5,0.021318426355719566,0.001313971821218729,0.9314643740653992,0.12492115795612335,0.13174258172512054,1
bottle,OFT_UNet,0.35,5.5,0.02342754229903221,0.0017763979267328978,0.9218980669975281,0.13224682211875916,0.16972988843917847,1
bottle,OFT_UNet,0.35,5.5,0.02436709962785244,0.0018733700271695852,0.9152776002883911,0.14220470190048218,0.15114669501781464,1
bottle,OFT_UNet,0.35,5.5,0.024025753140449524,0.0018161346670240164,0.9144014716148376,0.1418103575706482,0.13918708264827728,1
bottle,OFT_UNet,0.35,5.5,0.02325650118291378,0.0018124127527698874,0.9272152185440063,0.13703088462352753,0.09128154814243317,1
bottle,OFT_UNet,0.35,5.5,0.020311951637268066,0.0010749956127256155,0.9280755519866943,0.1332586258649826,0.0652998834848404,1
bottle,OFT_UNet,0.35,5.5,0.02214672975242138,0.0013691103085875511,0.9302594661712646,0.13829797506332397,0.1003735288977623,1
