L1,L2,Max_Patch,MS_SSIM,LPIPS,Category,Label,Split,Filename
0.022981826215982437,0.0012994444696232677,0.06865029036998749,0.9312765598297119,0.12091565132141113,bottle,0,Train,bottle_001.png
0.02281470224261284,0.0012915979605168104,0.08595144003629684,0.9383052587509155,0.11546486616134644,bottle,0,Train,bottle_002.png
0.024144431576132774,0.001559527008794248,0.21189910173416138,0.9212486743927002,0.12253469973802567,bottle,0,Train,bottle_003.png
0.024209201335906982,0.0015819831751286983,0.08417772501707077,0.9248327612876892,0.12639456987380981,bottle,0,Train,bottle_004.png
0.023770665749907494,0.0014892638428136706,0.08984865993261337,0.9361337423324585,0.12262086570262909,bottle,0,Train,bottle_005.png
0.022501453757286072,0.0012023753952234983,0.0899973139166832,0.936900794506073,0.12337129563093185,bottle,0,Train,bottle_006.png
0.02322181686758995,0.0013550976291298866,0.07408715784549713,0.9255876541137695,0.12259294092655182,bottle,0,Train,bottle_007.png
0.023434363305568695,0.0013876750599592924,0.10636837035417557,0.9311779737472534,0.1229502335190773,bottle,0,Train,bottle_008.png
0.023159591481089592,0.0014027318684384227,0.07616591453552246,0.9310266971588135,0.11997176706790924,bottle,0,Train,bottle_009.png
0.022576993331313133,0.0013690346386283636,0.13792896270751953,0.9331855773925781,0.1182568147778511,bottle,0,Train,bottle_010.png
0.02292303554713726,0.0014394214376807213,0.09085745364427567,0.9344074726104736,0.11817509680986404,bottle,0,Train,bottle_011.png
0.02350262925028801,0.0014678621664643288,0.10598640143871307,0.9304417371749878,0.11869743466377258,bottle,0,Train,bottle_012.png
0.023231565952301025,0.0014636870473623276,0.12628796696662903,0.9305828809738159,0.11314509809017181,bottle,0,Train,bottle_013.png
0.023826217278838158,0.001494069118052721,0.2085396647453308,0.9308887720108032,0.12220112979412079,bottle,0,Train,bottle_014.png
0.0232181828469038,0.001384573057293892,0.07735848426818848,0.9373120665550232,0.11897853761911392,bottle,0,Train,bottle_015.png
0.022875433787703514,0.0012911696685478091,0.09052400290966034,0.9313279986381531,0.12411729991436005,bottle,0,Train,bottle_016.png
0.022463148459792137,0.0012589143589138985,0.057879284024238586,0.9364306330680847,0.12101700901985168,bottle,0,Train,bottle_017.png
0.022859476506710052,0.0013666290324181318,0.1554240733385086,0.9430069923400879,0.11626935750246048,bottle,0,Train,bottle_018.png
0.022344043478369713,0.0012614389415830374,0.08277364075183868,0.9363322257995605,0.11749248206615448,bottle,0,Train,bottle_019.png
0.02340715192258358,0.0014258879236876965,0.08388431370258331,0.9313809275627136,0.12312284857034683,bottle,0,Train,bottle_020.png
0.023309770971536636,0.0013699864502996206,0.0850151926279068,0.9320456385612488,0.11778915673494339,bottle,0,Train,bottle_021.png
0.023302674293518066,0.001407272182404995,0.07802899181842804,0.9408771395683289,0.11797748506069183,bottle,0,Train,bottle_022.png
0.02360466867685318,0.001509462483227253,0.09032830595970154,0.9280552864074707,0.12665176391601562,bottle,0,Train,bottle_023.png
0.022366732358932495,0.0012702255044132471,0.09483113139867783,0.9338502287864685,0.11885867267847061,bottle,0,Train,bottle_024.png
0.023893987759947777,0.001425587572157383,0.0764446035027504,0.9295719861984253,0.11840127408504486,bottle,0,Train,bottle_025.png
0.022558510303497314,0.0013057602336630225,0.12008515745401382,0.934072732925415,0.12641006708145142,bottle,0,Train,bottle_026.png
0.023097112774848938,0.0013801136519759893,0.13009126484394073,0.9305452108383179,0.12096317857503891,bottle,0,Train,bottle_027.png
0.022013461217284203,0.0011316853342577815,0.07488426566123962,0.9342264533042908,0.12094179540872574,bottle,0,Train,bottle_028.png
0.02393670752644539,0.0014680972089990973,0.06137946993112564,0.9301835894584656,0.1199483722448349,bottle,0,Train,bottle_029.png
0.023346245288848877,0.0013775702100247145,0.15914036333560944,0.9287179708480835,0.12285495549440384,bottle,0,Train,bottle_030.png
0.022790178656578064,0.0012928612995892763,0.06889704614877701,0.9326550364494324,0.11637058109045029,bottle,0,Train,bottle_031.png
0.02254103124141693,0.0012781606055796146,0.0966506376862526,0.9371854066848755,0.1149115189909935,bottle,0,Train,bottle_032.png
0.022010046988725662,0.001120846951380372,0.09054955095052719,0.9372100830078125,0.1227010115981102,bottle,0,Train,bottle_033.png
0.023029586300253868,0.0014214813709259033,0.10441658645868301,0.9355273246765137,0.12272746860980988,bottle,0,Train,bottle_034.png
0.022164320573210716,0.0012148766545578837,0.060072384774684906,0.9332997798919678,0.1236254870891571,bottle,0,Train,bottle_035.png
0.02497228980064392,0.0017331941053271294,0.14833010733127594,0.9311491847038269,0.12450914084911346,bottle,0,Train,bottle_036.png
0.023030489683151245,0.0012885709293186665,0.07575704902410507,0.9343394041061401,0.12090609222650528,bottle,0,Train,bottle_037.png
0.022587787359952927,0.0012806286104023457,0.06646193563938141,0.9332008361816406,0.12342119961977005,bottle,0,Train,bottle_038.png
0.023405341431498528,0.0014142676955088973,0.07167528569698334,0.9289387464523315,0.11894413828849792,bottle,0,Train,bottle_039.png
0.022690799087285995,0.001262786565348506,0.06982287764549255,0.9356879591941833,0.12171836197376251,bottle,0,Train,bottle_040.png
0.022828681394457817,0.0013442201307043433,0.09695374965667725,0.9366766810417175,0.1227768138051033,bottle,0,Train,bottle_041.png
0.022626658901572227,0.0013225567527115345,0.0735030248761177,0.9323698282241821,0.11954493820667267,bottle,0,Train,bottle_042.png
0.022399868816137314,0.001202722080051899,0.055539269000291824,0.9359836578369141,0.12470747530460358,bottle,0,Train,bottle_043.png
0.024498989805579185,0.001526189735159278,0.07537742704153061,0.9209010601043701,0.131926491856575,bottle,0,Train,bottle_044.png
0.022423943504691124,0.0011812930461019278,0.0854591578245163,0.9395734667778015,0.11340120434761047,bottle,0,Train,bottle_045.png
0.02306278608739376,0.0013522593071684241,0.07449451833963394,0.9248660802841187,0.12516339123249054,bottle,0,Train,bottle_046.png
0.02285369299352169,0.0013092163717374206,0.09596063941717148,0.9263622164726257,0.12805412709712982,bottle,0,Train,bottle_047.png
0.023500174283981323,0.0013719231355935335,0.07120227068662643,0.9220504760742188,0.12696856260299683,bottle,0,Train,bottle_048.png
0.023195546120405197,0.0013789742952212691,0.07050209492444992,0.9350335001945496,0.12115701287984848,bottle,0,Train,bottle_049.png
0.023274824023246765,0.0013801524182781577,0.09141800552606583,0.9316740036010742,0.12454153597354889,bottle,0,Train,bottle_050.png
0.022558383643627167,0.001287695369683206,0.08068530261516571,0.9380504488945007,0.12243256717920303,bottle,0,Train,bottle_051.png
0.02260332927107811,0.001247664913535118,0.09005244076251984,0.9360718727111816,0.11963380873203278,bottle,0,Train,bottle_052.png
0.023185018450021744,0.001408119685947895,0.06906212866306305,0.9340395331382751,0.11493801325559616,bottle,0,Train,bottle_053.png
0.023002561181783676,0.0012751275207847357,0.06096338480710983,0.9297415614128113,0.1276317834854126,bottle,0,Train,bottle_054.png
0.022310778498649597,0.0012302419636398554,0.08479423820972443,0.9356343746185303,0.11865131556987762,bottle,0,Train,bottle_055.png
0.02556355856359005,0.0016465329099446535,0.05832076072692871,0.9226595759391785,0.12456036359071732,bottle,0,Train,bottle_056.png
0.023885829374194145,0.0014965597074478865,0.062121111899614334,0.9257657527923584,0.127479687333107,bottle,0,Train,bottle_057.png
0.022809941321611404,0.0013115741312503815,0.06913074851036072,0.9334036707878113,0.12086132168769836,bottle,0,Train,bottle_058.png
0.02204771898686886,0.0012017970439046621,0.05454038083553314,0.9311543703079224,0.12485489249229431,bottle,0,Train,bottle_059.png
0.022795572876930237,0.001332480227574706,0.10442399233579636,0.9363303184509277,0.11801491677761078,bottle,0,Train,bottle_060.png
0.023661505430936813,0.001436825841665268,0.07733793556690216,0.9278061389923096,0.1265101283788681,bottle,0,Train,bottle_061.png
0.023030530661344528,0.0013250800548121333,0.10570716857910156,0.9358002543449402,0.12098982185125351,bottle,0,Train,bottle_062.png
0.02284918539226055,0.00132594199385494,0.08296269178390503,0.9345011711120605,0.12562358379364014,bottle,0,Train,bottle_063.png
0.023631446063518524,0.0014395932666957378,0.08109691739082336,0.9298332929611206,0.12242688238620758,bottle,0,Train,bottle_064.png
0.024661770090460777,0.001621721312403679,0.07917501032352448,0.9222950339317322,0.12268146872520447,bottle,0,Train,bottle_065.png
0.022656043991446495,0.0012679777573794127,0.08403384685516357,0.9339312314987183,0.12499251216650009,bottle,0,Train,bottle_066.png
0.023308079689741135,0.0013646705774590373,0.14203642308712006,0.9304596185684204,0.12217744439840317,bottle,0,Train,bottle_067.png
0.023248296231031418,0.0014075033832341433,0.13878896832466125,0.9331592321395874,0.11605686694383621,bottle,0,Train,bottle_068.png
0.022985097020864487,0.0012766353320330381,0.07972825318574905,0.9375518560409546,0.11838649213314056,bottle,0,Train,bottle_069.png
0.023715879768133163,0.0015149014070630074,0.10550214350223541,0.9361498355865479,0.11768178641796112,bottle,0,Train,bottle_070.png
0.023998012766242027,0.0015432698419317603,0.09581989049911499,0.9329628348350525,0.11977621912956238,bottle,0,Train,bottle_071.png
0.023617397993803024,0.0014039588859304786,0.07570483535528183,0.9277042150497437,0.12533628940582275,bottle,0,Train,bottle_072.png
0.022326823323965073,0.0013006972149014473,0.07028782367706299,0.9344024658203125,0.1267872303724289,bottle,0,Train,bottle_073.png
0.02263634465634823,0.001264727208763361,0.07399134337902069,0.933708667755127,0.12923991680145264,bottle,0,Train,bottle_074.png
0.023633336648344994,0.0014064585557207465,0.13238991796970367,0.929250180721283,0.1245473250746727,bottle,0,Train,bottle_075.png
0.023410916328430176,0.0013435863656923175,0.06292314827442169,0.9325876235961914,0.12400281429290771,bottle,0,Train,bottle_076.png
0.02308841422200203,0.001290355809032917,0.06265709549188614,0.9322137236595154,0.12448832392692566,bottle,0,Train,bottle_077.png
0.022741790860891342,0.0013325846521183848,0.10398894548416138,0.9336097240447998,0.11843250691890717,bottle,0,Train,bottle_078.png
0.02343481406569481,0.0014046322321519256,0.11789331585168839,0.9405044913291931,0.11768652498722076,bottle,0,Train,bottle_079.png
0.022696634754538536,0.0012442376464605331,0.06335069984197617,0.929198682308197,0.12155769765377045,bottle,0,Train,bottle_080.png
0.02324535697698593,0.0014610309153795242,0.09067526459693909,0.9389934539794922,0.11999836564064026,bottle,0,Train,bottle_081.png
0.022793948650360107,0.0012965010246261954,0.10872477293014526,0.9322400093078613,0.12827879190444946,bottle,0,Train,bottle_082.png
0.023002255707979202,0.0013258864637464285,0.07494768500328064,0.9277498722076416,0.12561416625976562,bottle,0,Train,bottle_083.png
0.02393036149442196,0.0015585210639983416,0.06738647073507309,0.9346010088920593,0.11842793971300125,bottle,0,Train,bottle_084.png
0.022546302527189255,0.0012927280040457845,0.055269256234169006,0.9301077723503113,0.11967617273330688,bottle,0,Train,bottle_085.png
0.022806134074926376,0.0013633412308990955,0.08358024060726166,0.938027024269104,0.1188330352306366,bottle,0,Train,bottle_086.png
0.023277945816516876,0.0014759869081899524,0.09190861880779266,0.928381085395813,0.12063804268836975,bottle,0,Train,bottle_087.png
0.023583685979247093,0.0013983980752527714,0.07979682832956314,0.9290787577629089,0.12084314227104187,bottle,0,Train,bottle_088.png
0.024526413530111313,0.0016311516519635916,0.13972152769565582,0.921183705329895,0.12915509939193726,bottle,0,Train,bottle_089.png
0.02349349483847618,0.0013548589777201414,0.07928363978862762,0.9281032085418701,0.12132267653942108,bottle,0,Train,bottle_090.png
0.0238121896982193,0.0014206110499799252,0.0829814225435257,0.9330294132232666,0.1249031126499176,bottle,0,Train,bottle_091.png
0.023242637515068054,0.0013957081828266382,0.11607315391302109,0.9395078420639038,0.11298137903213501,bottle,0,Train,bottle_092.png
0.022829320281744003,0.001358953071758151,0.15183308720588684,0.9339475631713867,0.12178875505924225,bottle,0,Train,bottle_093.png
0.022822177037596703,0.0012890102807432413,0.10396313667297363,0.9338164329528809,0.1172708123922348,bottle,0,Train,bottle_094.png
0.022444970905780792,0.0012640119530260563,0.08526471257209778,0.9381041526794434,0.11820804327726364,bottle,0,Train,bottle_095.png
0.02410336211323738,0.001422043307684362,0.12958449125289917,0.9311151504516602,0.12484851479530334,bottle,0,Train,bottle_096.png
0.023369548842310905,0.0013626788277179003,0.06943675875663757,0.9363330602645874,0.11514125764369965,bottle,0,Train,bottle_097.png
0.02271222695708275,0.0012731549795717,0.09566710889339447,0.9298073649406433,0.11880560219287872,bottle,0,Train,bottle_098.png
0.022779230028390884,0.0013105974067002535,0.08002214878797531,0.9257211089134216,0.12618082761764526,bottle,0,Train,bottle_099.png
0.0235569030046463,0.0013873809948563576,0.09207630157470703,0.924046516418457,0.12200920283794403,bottle,0,Train,bottle_100.png
0.022269129753112793,0.0012406317982822657,0.11178804188966751,0.9361612200737,0.12095493078231812,bottle,0,Train,bottle_101.png
0.02369014173746109,0.0014269262319430709,0.11939296126365662,0.9290012717247009,0.12523378431797028,bottle,0,Train,bottle_102.png
0.023257151246070862,0.0014270422980189323,0.09499698132276535,0.9296020865440369,0.1258336752653122,bottle,0,Train,bottle_103.png
0.022499818354845047,0.0013401168398559093,0.08466070145368576,0.9354813098907471,0.12161991745233536,bottle,0,Train,bottle_104.png
0.023517906665802002,0.0014336835592985153,0.1168191209435463,0.9308887720108032,0.12398449331521988,bottle,0,Train,bottle_105.png
0.02258579060435295,0.0012696785852313042,0.0805874615907669,0.9372333884239197,0.11791421473026276,bottle,0,Train,bottle_106.png
0.022550946101546288,0.0012294250773265958,0.06413546949625015,0.9325515627861023,0.117753766477108,bottle,0,Train,bottle_107.png
0.023178130388259888,0.0013166008284315467,0.1009862944483757,0.9320224523544312,0.12530910968780518,bottle,0,Train,bottle_108.png
0.02369638904929161,0.001444416120648384,0.09094610065221786,0.9271906614303589,0.11561299860477448,bottle,0,Train,bottle_109.png
0.022099610418081284,0.0011932002380490303,0.07323805242776871,0.9327454566955566,0.11843480914831161,bottle,0,Train,bottle_110.png
0.023353785276412964,0.0013147967401891947,0.07859694957733154,0.9396839141845703,0.11812977492809296,bottle,0,Train,bottle_111.png
0.022869369015097618,0.0013316364493221045,0.07572045177221298,0.9307309985160828,0.12067265808582306,bottle,0,Train,bottle_112.png
0.022832948714494705,0.0013194286730140448,0.07439174503087997,0.9348737001419067,0.12381210923194885,bottle,0,Train,bottle_113.png
0.02325901761651039,0.0013594634365290403,0.11472264677286148,0.9354252219200134,0.11902405321598053,bottle,0,Train,bottle_114.png
0.021939825266599655,0.001253269612789154,0.06701058149337769,0.938666045665741,0.11850317567586899,bottle,0,Train,bottle_115.png
0.02275678515434265,0.0012886044569313526,0.1428370177745819,0.9288217425346375,0.12218540906906128,bottle,0,Train,bottle_116.png
0.02331176958978176,0.0013969761785119772,0.10203703492879868,0.9284955859184265,0.13031673431396484,bottle,0,Train,bottle_117.png
0.022892769426107407,0.0013020613696426153,0.07083634287118912,0.937288761138916,0.12079253047704697,bottle,0,Train,bottle_118.png
0.023642677813768387,0.001456742873415351,0.12498653680086136,0.9305464029312134,0.12688009440898895,bottle,0,Train,bottle_119.png
0.022550417110323906,0.0012408349430188537,0.09063652157783508,0.9345303773880005,0.1256738007068634,bottle,0,Train,bottle_120.png
0.02327234297990799,0.0014026708668097854,0.06526419520378113,0.9372529983520508,0.11820279061794281,bottle,0,Train,bottle_121.png
0.02299942634999752,0.0014225440099835396,0.10302955657243729,0.9321184158325195,0.1168213039636612,bottle,0,Train,bottle_122.png
0.023182079195976257,0.0014210494700819254,0.11433599889278412,0.9317888021469116,0.11958237737417221,bottle,0,Train,bottle_123.png
0.02261274866759777,0.0013133874163031578,0.06172306090593338,0.942273736000061,0.11801040917634964,bottle,0,Train,bottle_124.png
0.02324935793876648,0.0013758959248661995,0.0836208239197731,0.9321167469024658,0.12241079658269882,bottle,0,Train,bottle_125.png
0.023079033941030502,0.0013826999347656965,0.09653675556182861,0.9369751214981079,0.11412109434604645,bottle,0,Train,bottle_126.png
0.022081462666392326,0.0012154476717114449,0.059351030737161636,0.9381238222122192,0.11625851690769196,bottle,0,Train,bottle_127.png
0.02454886958003044,0.0015307329595088959,0.06134910508990288,0.9291439056396484,0.12688720226287842,bottle,0,Train,bottle_128.png
